Namespace,Incident ID,Published,Incident Number,Annotator,Annotation Status,Peer Reviewer,Quality Control,Physical Objects,Entertainment Industry,"Report, Test, or Study of data",Deployed,Producer Test in Controlled Conditions,Producer Test in Operational Conditions,User Test in Controlled Conditions,User Test in Operational Conditions,Harm Domain,Tangible Harm,AI System,Clear link to technology,There is a potentially identifiable specific entity that experienced the harm,AI Harm Level,AI Tangible Harm Level Notes,Impact on Critical Services,Rights Violation,Involving Minor,Detrimental Content,Protected Characteristic,Harm Distribution Basis,Notes (special interest intangible harm),Special Interest Intangible Harm,AI System,Clear link to Technology,Harmed Class of Entities,Annotator’s AI special interest intangible harm assessment,Notes (AI special interest intangible harm),Date of Incident Year,Date of Incident Month,Date of Incident Day,Estimated Date,Multiple AI Interaction,Embedded,Location City,Location State/Province (two letters),Location Country (two letters),Location Region,Infrastructure Sectors,Operating Conditions,Notes (Environmental and Temporal Characteristics),Entities,Lives Lost,Injuries,Estimated Harm Quantities,Notes ( Tangible Harm Quantities Information),AI System Description,Data Inputs,Sector of Deployment,Public Sector Deployment,Autonomy Level,Notes (Information about AI System),Intentional Harm,Physical System Type,AI Task,AI tools and methods,Notes (AI Functionality and Techniques)
CSETv1_Annotator-3,165,True,165,002,2. Initial annotation complete,,False,no,no,no,no,no,no,no,yes,no,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,yes,race,The tool exhibits bias towards generating caucasian features even when the underlying pixelated photo is of a person of color. ,maybe,yes,yes,True,maybe,"Since the tool is not deployed or accessible to non-expert users, it is not clear that the incident amounts to harm. ",2020,06,,False,no,no,,,,Global,,,,"PULSE, Duke University researchers, People of color",0,0,False,,"PULSE is a photo upsampling tool that, given a pixelated portrait as input, searches through computer generated images and picks the one that it believes is the closest match to the original photo. Images are produced by StyleGAN. ","images, portrait photos","professional, scientific and technical activities",no,Autonomy1,"Note that the tool is not commercially or otherwise deployed, but was created as a research project, which falls under ""Scientific activities"". ",No. Not intentionally designed to perform harm,,upscaling,StyleGAN,
CSETv1_Annotator-3,166,True,166,002,2. Initial annotation complete,,False,no,yes,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,yes,"sexual orientation or gender identity, race, sex",,yes,yes,yes,True,yes,,2020,,,False,no,no,,,,Global,,,,"Giggle, Sall Grover, Kairos, Gender verification AI, Transgender women , Women of color",0,0,False,,Facial recognition system for determining gender based on users' selfies. ,facial images,"information and communication, Arts, entertainment and recreation",no,Autonomy1,AI was deployed as part of a social media app for cis women. ,Yes. Intentionally designed to perform harm and did create intended harm,,"gender classification, facial recognition",computer vision,The reason for using biometric gender verification was to exclude men and trans women from the platform. 
CSETv1_Annotator-3,172,True,172,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,yes,yes,no,no,no,none,,yes,yes,yes,True,yes,,2014,,,False,no,no,,,US,North America,healthcare and public health,,"On date: Appriss began operating its overdose risk prediction algorithm in 2014. Their algorithm was not the first, but this annotation focuses on incidents involving Appriss' NarxCare database and models. This is why the year refers to the deployment of Appriss' algorithm. A previous algorithm, the Opioid Risk Tool (ORT), was published in 2005.

On location: At least eight states, including Texas, Florida, Ohio, and Michigan use the algorithm in their monitoring programs.","US Department of Justice, Appriss, Don’t Punish Pain Rally, Angela Kilby, Jennifer Oliva, NarxCare, Overdose Risk Score algorithm, Beverly Schechtman, Beverly Schechtman, Pharmacists, Doctors, Chronic pain patients, Patients receiving treatment for opioid addiction, Ryan Ward, Ryan Ward, Patients with comorbidities and complex conditions, Patients with comorbidities and complex conditions",0,0,True,It is not possible to estimate the impact the denial of medication has had on patients.  The reports cites research that shows that stopping those prescriptions without providing effective alternative care is associated with nearly triple the risk of overdose death. ,Medical algorithm to assess a patient's risk of opioid addiction and overdose. ,prescription history,human health and social work activities,no,Autonomy3,,No. Not intentionally designed to perform harm,,risk prediction,machine learning,
CSETv1_Annotator-3,173,True,173,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,unclear,yes,yes,False,none,"According to the incident report many of the developed AI tools were flawed (inaccurate, biased, etc.). But we cannot determine if tangible harm occurred because it is unclear which systems were deployed and how they were used in determining course of treatments for patients. We therefore cannot even potentially identify a harmed entity. ",maybe,maybe,no,no,maybe,unclear,"According to the incident report many of the developed AI tools were flawed (inaccurate, biased, ...). But we cannot determine if their use wrongfully denied some patients the treatment they needed (which would be a rights violation) or if any tool caused discriminatory treatments (and if so, by which group).  The report provides insufficient information to determine which systems were deployed and how they were used in determining course of treatments for patients. ",maybe,yes,yes,True,maybe,,2020,,,False,no,maybe,,,,Global,healthcare and public health,,,"Turing Institute, Laure Wynants, Derek Driggs, COVID-19 patients, COVID-19 patients",0,0,True,"If the flawed AI tools were used to determine patients' treatments, the errors in their outputs may have prevented necessary care and contributed to fatalities and/or delayed recoveries. But we are unable to provide an estimate for the number of affected patients. ","Multiple mentioned. One for diagnosing patients, another for predicting the disease process and a third for predicting patient risk from medical images. ",Unclear,human health and social work activities,no,unclear,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-3,174,True,174,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,no,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,no,none,,no,yes,yes,True,no,,2022,,,False,no,no,,,,Global,,,,"LinkedIn, Fake profiles, LinkedIn users",0,0,False,,Fake LinkedIn profiles with AI-generated profile pictures ,images,"information and communication, wholesale and retail trade",no,unclear,The fake profiles were used for sales pitches. ,No. Not intentionally designed to perform harm,,image generation,"neural network, StyleGAN",The fake profiles were created with the intention to be perceived as real people (i.e. deceive) but not to do harm.
CSETv1_Annotator-3,175,True,175,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,Driving without headlights at night arguably enhances the risk of a traffic accident. It present an issue of tangible harm (physical damage) to the car and other traffic participants. ,no,no,no,no,no,none,,no,yes,yes,False,no,,2022,04,01,False,yes,yes,San Francisco,CA,US,North America,,Nighttime,,"Cruise, San Francisco Police Department, Cruise vehicle",0,0,False,,Self-driving vehicle,lidar,transportation and storage,no,Autonomy1,,No. Not intentionally designed to perform harm,Chevy Bolt car,"object detection, steering, self-driving",,
CSETv1_Annotator-3,176,True,176,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,no,no,no,no,no,none,,no,yes,yes,False,no,,2022,03,,True,no,yes,Corvallis,OR,US,North America,,,,"Starship Technologies, Oregon State University, Starship delivery robot, Oregon State University’s Housing & Dining Services, Memorial Union Retail Services",0,0,False,,Food deliver robot,"image, ultrasound, radar, gps","wholesale and retail trade, accommodation and food service activities",no,Autonomy1,,No. Not intentionally designed to perform harm,boxy robot on wheels,,neural networks,
CSETv1_Annotator-3,204,True,204,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,maybe,True,unclear,"A fired worker claims that their former employer used a surveillance-based AI tool to predict employee attrition, and fired them based on their attained risk score. The company denies the use of this AI system, which is why we cannot determine if the AI system is linked to the harm. ",no,maybe,no,no,no,none,,maybe,yes,maybe,True,maybe,"The tool relies on data of employees' online behavior, such as their browsing history and their communications with coworkers. This is an infringement of their privacy, since employees were neither informed about the data collection and were unable to consent or opt-out. However, it is unclear if the company is using the AI tool.",2022,02,,False,no,no,,,CN,Asia,,,,"Sangfor Technology Co., Ltd., Behavior Awareness System BA, Zhihu, Unnamed Zhihu employee, Zhihu employees",0,0,False,,"""Behavioral perception system"" that uses data on workers' online behavior to predict attrition risk. ",text,"information and communication, public administration, Education, other",yes,Autonomy3,"Re: 9.3 and 9.4: The company at the heart of the incident is in the tech industry, however the reports mention the deployment of the system by 100,000 clients including government agencies and education. ",No. Not intentionally designed to perform harm,,attrition risk prediction,natural language processing,
CSETv1_Annotator-3,208,True,208,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,"""Phantom braking"" enhances the risk of collisions, but no actual event is reported. 
Hundreds of Tesla owners have filed complaints with the NHTSA, and are therefore potentially identifiable. 
",no,no,no,no,no,none,,no,yes,yes,True,no,,2021,10,,False,no,yes,,,US,North America,transportation,,,"National Highway Traffic Safety Administration, Tesla, Tesla cars, Tesla drivers, Tesla drivers, Tesla Autopilot",0,0,False,,Autopilot for full self-driving,video,transportation and storage,no,Autonomy2,,No. Not intentionally designed to perform harm,Car,object detection,computer vision,
CSETv1_Annotator-3,250,True,250,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,unclear,yes,yes,True,unclear,"It is unclear if the property value estimate provided by the algorithm is exaggerated or accurate. If it is exaggerated, there would be a tangible harm event. If not, there is no tangible harm. ",no,yes,no,no,no,none,"The harm of this incident is the acceptance of a property value estimate by the Court, despite the process of estimation violating the right to an explanation of automated decisions under the GDPR. ",yes,yes,yes,True,yes,,2016,,,False,no,no,Castricum,,NL,Europe,,,,"Castricum municipality, WOZ estimation algorithm, Amsterdam Court of Appeal, Unnamed claimant",0,0,False,,Property value estimation algorithm,,"real estate activities, public administration",yes,Autonomy1,,No. Not intentionally designed to perform harm,,prediction,,
CSETv1_Annotator-3,350,True,350,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,no,True,none,"The delivery robot passed through a crime scene blocked off by police tape. While in this case there was no active threat, the robot could have just as easily been disrupting police engaged in a critical situation, putting people at the scene at risk, or contaminating evidence at the crime scene. 
Since the robot was being remote controlled at the time, the AI cannot be linked to the harm. ",no,no,no,no,no,none,,no,yes,no,True,no,,2022,09,13,False,no,yes,Los Angeles,CA,US,North America,emergency services,crime scene tape,,"Serve Robotics, Delivery robot, Los Angeles Police, Hollywood Hill high school",0,0,False,,Food delivery robot.,video,"transportation and storage, accommodation and food service activities",no,Autonomy3,,No. Not intentionally designed to perform harm,delivery robot,,,10.2 The robot is in the shape of a box on wheels. 
CSETv1_Annotator-3,351,True,351,002,2. Initial annotation complete,,False,no,yes,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,yes,race,,yes,yes,yes,True,yes,,2022,09,12,True,no,no,,,,Global,,,,"Halle Bailey, Twitter user @TenGazillionIQ, Disney's The Little Mermaid, Twitter, White Ariel",0,0,False,,AI-generated deepfake of a Caucasian Ariel inserted into the trailer for The Little Mermaid. ,video,"Arts, entertainment and recreation",no,Autonomy1,,Yes. Intentionally designed to perform harm and did create intended harm,,image generation,,
