Namespace,Incident ID,Published,Risk Domain,Risk Subdomain,Entity,Timing,Intent
MIT,503,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,504,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,505,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,AI,Post-deployment,Unintentional
MIT,506,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,507,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,508,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Post-deployment,Intentional
MIT,509,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,510,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,511,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,513,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,514,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,515,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,516,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,517,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Intentional
MIT,518,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Post-deployment,Intentional
MIT,519,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,520,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,521,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Unintentional
MIT,522,True,3. Misinformation,3.2. Pollution of information ecosystem and loss of consensus reality,AI,Post-deployment,Unintentional
MIT,523,True,2. Privacy & Security,2.2. AI system security vulnerabilities and attacks,AI,Post-deployment,Unintentional
MIT,524,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,525,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Unintentional
MIT,526,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,527,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,528,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,529,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,530,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,531,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,532,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,533,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,534,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,535,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Post-deployment,Unintentional
MIT,536,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Pre-deployment,Unintentional
MIT,537,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,538,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Post-deployment,Unintentional
MIT,539,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,540,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,541,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,543,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,544,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,545,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,546,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,547,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,548,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,549,True,6. Socioeconomic & Environmental Harms,6.2. Increased inequality and decline in employment quality,AI,Post-deployment,Unintentional
MIT,550,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,551,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,552,True,2. Privacy & Security,2.2. AI system security vulnerabilities and attacks,AI,Post-deployment,Unintentional
MIT,553,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,554,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,555,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Pre-deployment,Intentional
MIT,556,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,557,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,558,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,Human,Post-deployment,Intentional
MIT,559,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,560,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,561,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Pre-deployment,Intentional
MIT,562,True,3. Misinformation,3.2. Pollution of information ecosystem and loss of consensus reality,Human,Post-deployment,Intentional
MIT,563,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,564,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,565,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,566,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,567,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,568,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,569,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,AI,Post-deployment,Unintentional
MIT,570,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,571,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Unintentional
MIT,572,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,573,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,574,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,575,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,576,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Intentional
MIT,577,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,578,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Post-deployment,Intentional
MIT,579,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,580,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,581,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,582,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,583,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,584,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,585,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,586,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,587,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,588,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,589,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,590,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,591,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Intentional
MIT,592,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,593,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,594,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,595,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,596,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,597,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,598,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,599,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,600,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,601,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,602,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,603,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Intentional
MIT,604,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,605,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,606,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,607,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,608,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Intentional
MIT,609,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,610,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,611,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,612,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,613,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,614,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,615,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,616,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,617,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,618,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,619,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,620,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,621,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,622,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,623,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,624,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Pre-deployment,Unintentional
MIT,625,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Unintentional
MIT,626,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,627,True,6. Socioeconomic & Environmental Harms,6.3. Economic and cultural devaluation of human effort,Human,Post-deployment,Intentional
MIT,628,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,629,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,630,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,631,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,632,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,633,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,634,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,635,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,636,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,637,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,638,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,639,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,640,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,641,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,642,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,643,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,644,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,645,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,646,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,AI,Post-deployment,Unintentional
MIT,647,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,648,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,649,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,650,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,651,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,652,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,653,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Other,Intentional
MIT,654,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,655,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Unintentional
MIT,656,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,657,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Other,Post-deployment,Other
MIT,658,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,659,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,660,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,661,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,662,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,663,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,664,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,665,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,666,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,667,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,668,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,669,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,670,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,671,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,672,True,4. Malicious Actors & Misuse,"4.2. Cyberattacks, weapon development or use, and mass harm",AI,Post-deployment,Intentional
MIT,673,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,674,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,675,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,676,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,677,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Post-deployment,Intentional
MIT,678,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,679,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,680,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,681,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,682,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,683,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,684,True,3. Misinformation,3.2. Pollution of information ecosystem and loss of consensus reality,AI,Post-deployment,Unintentional
MIT,685,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,686,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,687,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,688,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,689,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,690,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,691,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,692,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,693,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,694,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,695,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,696,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,697,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Other
MIT,698,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,699,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,Human,Post-deployment,Unintentional
MIT,700,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,701,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,702,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,703,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,704,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,705,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,706,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,707,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,708,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,709,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,710,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,711,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,712,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,713,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,714,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,715,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,716,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Intentional
MIT,717,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,718,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Pre-deployment,Intentional
MIT,719,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,720,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,721,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,722,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,723,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,AI,Post-deployment,Unintentional
MIT,724,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,725,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,726,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,727,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,728,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,729,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Pre-deployment,Unintentional
MIT,730,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,731,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,732,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,733,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,734,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,735,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,736,True,4. Malicious Actors & Misuse,"4.2. Cyberattacks, weapon development or use, and mass harm",Human,Post-deployment,Intentional
MIT,737,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,738,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,739,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,740,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,741,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,742,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,743,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,744,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,745,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Unintentional
MIT,746,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,747,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,748,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,749,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,750,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,751,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,752,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Intentional
MIT,753,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,754,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,755,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,756,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
